text,label
plot poor terrible very acting very waste is poor characters somewhat slow,-1
interesting just movie characters decent overall little done plot excellent still nicely although well,1
actually although boring somewhat fun much acting fine much acting,1
characters skip poor however the although much script somewhat bad bad,-1
bad but script somewhat still rather rather just very a terrible terrible however,-1
avoid slow plot but disappointing rather was forgettable much great not weak,-1
story decent solid written actually fun is fine rather well too,1
was characters awful a film little boring awful hated overall too,-1
fine cheap just hated hated overall overall still the script actually plot avoid but,-1
hated very is little still too awful much very much story skip,-1
written terrible bad very just quite terrible cheap little plot weak badly rather,-1
well weak somewhat the awful was actually somewhat avoid skip poor rather a movie somewhat,-1
script characters avoid acting story awful forgettable actually dull,-1
disappointing but story too very bad boring too skip was avoid still,-1
is bad excellent hated just was recommend terrible disappointing although not but,-1
enjoyed liked fun is however good very is little rather story,1
waste just acting acting poor bad disappointing pretty quite the movie waste the forgettable,-1
the cheap plot film pretty actually very quite terrible still rather bad movie,-1
waste a poor made somewhat poorly film somewhat is dull much however acting dull was,-1
little just bad film overall still just dull story still avoid but although,-1
however worth overall enjoyed film bad liked script film fun is not,1
skip still weak weak quite acting too film overall still boring the nice bad,-1
was rather quite solid although however plot quite fun acting quite still nicely done worth slow enjoyed,1
forgettable a written badly characters terrible boring slow overall overall poor movie,-1
not plot little little movie fun but rather boring script still excellent however story,1
acting terrible too characters not much but however script terrible much but a good,-1
but very rather made very poorly still story disappointing skip movie,-1
overall just cheap movie but however although dull,-1
a nice nicely a forgettable was was actually still acting done but liked,1
the too worth little film fine characters much actually too good quite,1
not too just quite a terrible plot story forgettable but much somewhat the slow good,-1
much quite worth not characters awful boring forgettable still plot script,-1
was waste poor not very but much story dull dull is recommend overall,-1
but interesting pretty decent actually although very good story still characters was good,1
bad forgettable although acting too story characters too bad,-1
worth film made interesting still but just although disappointing well,1
quite good excellent pretty nice well characters rather film just,1
worth movie but rather quite script boring too solid decent but liked not fun,1
rather overall much but quite decent pretty solid good much solid story,1
actually is worth very movie plot a too interesting much excellent worth well,1
plot much awful although however film awful,-1
very excellent much film liked interesting rather solid movie just plot movie good,1
movie script script very very is not good boring was pleasant,1
film a however pleasant although overall great very well acted quite much characters the,1
enjoyed good overall waste hated not acting very dull forgettable too is dull movie,-1
a although movie too somewhat just disappointing weak,-1
rather is characters terrible a movie actually solid somewhat forgettable,-1
although avoid boring too a characters although avoid,-1
interesting good solid just but just solid good quite rather excellent boring very,1
the bad too somewhat plot story overall not somewhat actually fun but interesting terrible,1
actually excellent is overall enjoyed decent much actually rather overall enjoyed very,1
enjoyed script pretty worth good but poor pleasant film liked just a the,1
skip script much but weak acting waste film however actually much liked acting terrible plot,-1
plot although too is not boring although recommend decent very well,1
poor was hated the rather was awful somewhat very boring pretty film the however bad characters dull,-1
bad terrible film still slow still overall too slow just was,-1
decent is solid film great a decent film recommend interesting highly however however terrible,1
terrible the quite plot dull script somewhat although still the movie quite pleasant waste,-1
little the dull cheap skip although much poor too script characters dull,-1
acting film boring avoid forgettable not great much still skip characters but too rather just,-1
terrible plot very acting waste however overall avoid a but,-1
rather good skip but very very somewhat characters the too skip,-1
however just film good fun movie fine just,1
film somewhat too plot very rather somewhat bad slow waste slow well,-1
however slow somewhat awful but little plot hated awful little,-1
story forgettable weak somewhat film excellent good not much hated characters,-1
although somewhat but well worth recommend was highly but actually just but,1
overall good nice pleasant film very overall too overall still fun a but,1
although film very boring actually too skip waste hated plot quite although bad quite,-1
good good still a characters recommend story worth rather actually quite fun little acting somewhat good although,1
little not however awful awful very bad terrible film good actually characters rather,-1
characters much well too just fine little acting made although rather good,1
movie characters overall interesting enjoyed but characters however little a however nice,1
enjoyed much is fine acting skip story fine a characters rather although however but recommend liked,1
